Student ID,Student Name,Program,Enrollment Date,Course Completion Rate,Average Test Score,Test_score,Alumni Donation,Semester,Faculty Rating,Alumni Engagement Score
091e46a0-ed1f-4df7-a06e-e977fb151ef8,Dr. Scott Hunter Jr.,Engineering,2023-09-15,0.51,90.32,91.84,True,Fall,1.5,7.8
6cd1701c-4dcc-4541-b1b7-b5008fde3cac,Deborah Johnson,Physics,2021-11-04,0.67,62.06,90.67,False,Fall,2.7,6.9
f4614a69-d176-4010-a435-6caf25524c65,Michael Palmer,Physics,2019-06-23,0.51,61.56,76.3,True,Fall,3.4,1.4
f2979046-3c4c-46f5-8592-ff3644618b55,Amanda Hurley,Business Administration,2020-12-10,0.85,74.31,96.89,True,Spring,1.0,2.0
aed413c9-af23-4742-bba8-9945620ca73d,Michelle Craig,Computer Science,2023-05-17,0.95,92.5,90.81,True,Fall,1.8,8.0
ceca523a-251c-4025-a217-31a53a0c89cc,Misty Mccall,Mathematics,2020-03-23,0.9,98.75,81.18,True,Spring,1.2,8.4
b48d8880-d236-4197-b7be-ac1ecb8199fa,Alexis Barnes,Mathematics,2019-09-08,0.52,70.72,82.07,True,Spring,3.2,9.9
e4243e8f-a503-41b2-b470-59e73c1572a9,Tony Garcia,Literature,2021-06-06,0.79,67.44,82.83,True,Spring,2.4,8.4
536a436c-d75c-41cb-a546-72475396c8dd,Douglas Roberts,Mathematics,2020-01-21,0.93,80.55,71.1,False,Spring,2.9,4.6
973ec651-fa40-4fdc-bbf6-01456e02457d,Patrick Garcia,Engineering,2019-10-08,0.9,69.83,63.9,True,Fall,1.2,5.8
6f28629c-45cf-49db-bd81-e534a271d2c7,Katherine Farmer,Computer Science,2019-10-31,0.71,69.73,60.0,True,Spring,2.2,6.0
f9925d7c-90b8-495f-8d56-5c50a0a98a1d,Tonya Brooks,Art,2023-07-03,0.52,58.93,79.52,True,Fall,4.2,6.9
88188d52-60be-4964-8c5e-09bee5f902a7,Paul Conner,Computer Science,2024-04-15,0.59,68.28,56.31,True,Spring,2.1,8.0
18ddfa7e-a8a5-40d1-8edc-98ced55bce1c,Nicholas Patrick,Computer Science,2020-03-18,0.66,72.95,93.65,False,Spring,3.9,7.8
a7d40c0a-f148-4b06-b857-2845276dddcd,Ryan Allen,Physics,2021-12-21,0.63,56.0,50.82,False,Spring,4.1,6.7
334adb21-4d53-45f1-ad1e-aa95a8fd6984,Kara Nelson,Engineering,2023-05-24,0.77,95.98,88.3,False,Fall,4.0,1.3
955f18a6-8231-4a59-a213-fbaae2716941,Charles Richardson,Business Administration,2022-07-07,0.52,83.87,57.93,False,Fall,3.2,9.8
4cc84c61-96c6-4de0-9911-52572d8804f2,David Arias,Business Administration,2023-09-15,0.84,70.57,79.51,True,Fall,4.3,9.2
017fee06-32dc-4d42-9532-10344a782193,Stacey White,Computer Science,2022-06-17,0.62,93.48,73.46,True,Fall,4.6,5.2
b86cdc8f-c248-4a16-8ec3-82f9846462a5,James Harris,Engineering,2023-12-27,0.75,93.32,79.55,False,Summer,1.7,3.7
1425e20d-4c4b-421f-bbdf-fdfda9b6b5f9,Matthew Dunlap,Literature,2021-04-13,0.9,97.64,77.07,False,Fall,1.8,4.3
5c172533-19c1-42c1-8e75-b9edc1018177,Shane Fernandez,Business Administration,2020-10-09,0.57,58.42,62.85,True,Spring,3.3,5.7
9f544d0f-6eb1-4589-8bd4-09e01aa0ad49,Andrea Bush,Engineering,2021-03-12,0.62,67.76,83.42,True,Fall,4.4,6.9
d31c8937-2aa3-4de6-a46a-a18fb93ec3d8,Dr. Brandon Hendricks,Mathematics,2021-11-26,0.6,79.94,86.32,False,Spring,4.1,1.2
364e4f31-79c1-46da-bc21-29b3f72379af,Mrs. Christina Stuart,Literature,2020-12-26,0.66,93.4,87.71,True,Fall,4.1,2.8
f85b42f4-c1bf-41ed-a207-e517cd7ad94c,Angela Trujillo,Physics,2020-02-19,0.97,88.16,83.11,False,Summer,1.6,9.2
2b605fc8-c06b-4e1c-9066-3f58b33e09db,Isabella Hernandez,Physics,2020-01-22,0.88,83.21,79.92,False,Spring,3.4,4.9
d47632eb-02c0-45e4-82a1-9a70baeacd8e,Jennifer Wilson,Physics,2020-10-06,0.86,50.35,54.07,False,Fall,3.4,3.9
13082f86-0243-4d2d-bda3-41c4f2a2ae4f,Daniel Barton,Business Administration,2023-06-20,0.85,94.85,62.88,False,Spring,4.9,9.5
d01cbc62-82d1-48a3-9cd1-c5b31feeaedf,Frank Taylor,Engineering,2022-03-04,0.55,94.68,66.88,False,Spring,4.9,7.0
507e0368-a9aa-49ed-a431-15f62ec00d1e,Cameron Jenkins,Business Administration,2019-06-21,0.62,94.1,77.27,True,Spring,2.9,5.0
4c67eed3-4c8a-4810-a2e6-a7ee5bb4bf8d,Christopher Tanner,Mathematics,2020-06-02,0.97,87.68,92.81,True,Spring,3.8,4.7
0f3e9795-45da-44ad-bdb5-df47d5d069b3,Reginald Brown,Computer Science,2021-01-13,0.76,94.13,57.85,False,Summer,4.0,6.1
988bd908-a5ae-4fa8-9acf-144eb47753a4,Julie Patel,Art,2019-10-12,0.72,86.35,57.92,False,Summer,2.4,8.1
ded5e6a6-9221-4e3a-a03a-758e723d1451,Amanda White,Art,2020-01-08,0.57,74.26,74.35,True,Spring,1.5,3.5
c4028a56-bc5d-4322-b501-4b7e36b6c109,Kevin Johnson,Literature,2022-06-04,1.0,68.51,55.12,False,Fall,3.4,8.2
e6aaf082-2434-4b63-97f0-ca4b905b49c3,Lauren Patterson,Mathematics,2020-01-29,0.94,64.28,62.57,True,Summer,4.4,8.7
1a983fbf-7833-43be-bda2-7533664da8b2,Nathan Smith,Art,2022-01-18,0.89,68.28,93.28,False,Fall,1.4,1.1
bee4ccd6-c8f5-41c8-bf14-21a248e9cc9f,David Raymond,Computer Science,2021-11-06,0.86,53.0,97.96,True,Fall,3.4,1.2
0ea00afa-04fa-499e-a5ca-f8be8f58e564,Robert Snow,Physics,2019-07-26,0.83,57.83,94.43,False,Summer,4.9,8.7
17eb675a-7f4d-4ddf-93ec-35a0cdb4ab65,Aaron Patterson,Business Administration,2023-11-10,0.66,86.51,78.22,True,Spring,2.3,1.1
b2dd825a-1b62-4bc8-99fd-d66795dfb438,Anita Martinez,Business Administration,2022-03-02,0.88,53.58,86.92,True,Fall,2.7,9.5
edec4014-5bc6-4076-8fe0-560c29a47a8e,Barbara Hart,Computer Science,2021-08-17,0.67,83.67,76.27,True,Fall,1.3,7.1
457a13f4-72a2-4725-a2a5-f86c486a6d02,Julie Barry,Art,2023-03-24,0.51,50.24,80.44,False,Spring,1.5,1.7
9ee61fc8-27ba-4649-bcef-8bc3a0ad30e3,Dillon Black,Physics,2021-04-19,0.55,93.73,91.84,False,Fall,4.8,7.7
0ccfaa5f-28fd-4b0a-84a3-2e3b42eb0b4e,Jonathan Watson,Computer Science,2023-12-14,1.0,72.49,54.35,True,Spring,1.0,7.0
4b55194c-4ca3-4f38-8f73-7865ee27db56,Cody Richardson,Literature,2022-02-28,0.69,93.42,66.43,False,Summer,2.6,8.8
4aa35a21-deb8-4197-903f-9307cfec636a,Lisa Long,Mathematics,2022-11-25,0.91,77.84,62.25,True,Spring,4.7,1.8
af28a4c8-1bf1-4e23-82bf-44e553c5030c,Marie Randall,Literature,2023-01-19,0.66,93.81,98.92,False,Fall,3.2,3.3
2810f7da-1558-4359-8a3a-6b1cb24ffecd,Alexander Hammond,Physics,2021-05-11,0.83,50.7,69.25,True,Spring,3.1,1.0
1b1fc224-30d1-4ac1-8c98-4f0a5520766f,Kathleen Smith,Physics,2022-05-11,0.71,84.67,53.55,False,Summer,2.9,9.5
92cce65e-c595-4066-826a-81b3ac285eec,Anna Brady MD,Engineering,2022-07-24,0.88,81.04,81.57,False,Summer,2.7,5.7
b68324b4-5425-4db9-ba26-d3a5af06af0a,Brian Davis,Business Administration,2023-03-14,0.62,92.39,83.54,False,Spring,3.4,6.4
8e1f3ac7-b4a7-447f-b1af-ba623de87df3,Diana Miller,Mathematics,2022-10-12,0.62,84.67,84.77,True,Spring,4.2,6.0
73f4e7a4-9e16-4581-95be-b006c24a8572,Kimberly Jones,Physics,2023-11-29,0.81,97.53,73.22,False,Summer,3.4,5.3
caf23c36-cc9c-4a75-90b8-81b2dbb29850,Dan Patel,Business Administration,2022-10-02,0.83,84.32,75.23,True,Fall,4.6,3.9
1542c9b9-eae2-4b2b-a787-b3477a2cbe4c,Allison Davis,Art,2023-12-24,0.79,87.76,85.7,False,Summer,1.3,5.8
df9ad4e2-c5ef-4a95-bd8b-cc827b8cd96b,Mitchell Jackson,Business Administration,2022-08-21,0.74,73.98,96.1,False,Fall,1.6,2.3
40cd5870-1c3c-4269-9f3f-86bb29c7ed88,Emily Clayton,Computer Science,2021-04-22,0.64,97.31,68.81,True,Spring,1.7,5.3
ceace9db-e7a6-4a1f-9b46-497f3d82320a,Shannon Clay,Art,2021-04-21,1.0,76.55,75.86,False,Summer,1.6,3.9
b31949e1-55ee-42a8-b15e-ff5477f4503d,Jacob Warner,Business Administration,2019-06-23,0.64,72.91,60.7,True,Spring,1.6,3.5
4a8103dd-d1aa-49b7-8fea-2fa5cc6427e1,Dean Daniels,Engineering,2022-08-25,0.91,79.65,98.74,True,Fall,3.1,4.3
53e61667-0222-47ac-81bf-1a9f08bab23d,Karen Davis,Art,2021-02-04,0.95,63.88,95.29,True,Fall,2.9,8.8
bf57ea26-3686-4ce4-8467-1ccc086972e1,Sandra Dixon,Business Administration,2020-12-22,0.57,79.54,53.35,True,Spring,2.3,9.3
9f58e924-033a-47ce-8cbb-400f3063331e,Vincent Randall,Computer Science,2023-02-17,0.51,89.14,63.85,True,Summer,3.8,7.8
9424188b-fff5-4b83-950d-e8fe245ffcfd,Kristina Gilmore,Engineering,2023-12-03,0.8,67.62,92.6,False,Fall,2.2,9.2
c8c4c564-595c-472f-9c2c-3fa82c1d0622,David Gardner,Business Administration,2020-10-24,0.79,79.04,68.67,True,Summer,1.1,7.1
ea1d4d37-4dd0-4d83-8f79-531e60fb1b5f,Dawn Mitchell,Engineering,2020-02-22,0.87,64.43,60.91,False,Summer,4.8,9.1
ee6b4aee-1c7b-4265-876a-31e97e3c444d,Jerry Miller,Business Administration,2022-04-17,0.73,88.42,57.79,True,Fall,2.4,7.2
e9314539-0653-47e9-9d49-7ac1d9844939,James Dougherty,Mathematics,2024-05-14,0.85,96.76,78.01,False,Summer,4.5,7.2
43f0a662-f2a0-41b3-9a3a-0ecc63270ff6,Samantha Edwards,Art,2022-12-08,0.57,54.5,99.67,False,Summer,4.5,1.2
c34684f2-71fd-488c-980a-701a19f37820,Shaun Clay,Business Administration,2022-02-13,0.65,82.83,78.03,False,Summer,2.3,1.7
e23fe2dd-a4bd-496c-ad23-57ea735c3046,Jacob Johnson,Literature,2020-08-20,0.62,91.94,77.28,True,Spring,4.7,6.6
b7d41675-e015-4eb6-9f9d-a443e1057764,Justin Jones,Mathematics,2022-04-05,0.97,64.13,54.55,True,Summer,3.2,6.1
4e9ecc10-2e83-4ef0-9498-0907e6ac3ea5,Mr. William Roberts,Physics,2019-12-29,0.95,66.0,65.26,True,Spring,4.6,2.1
c174448a-7f2d-4790-a94a-07078219db95,Sherri Reed,Engineering,2020-06-11,0.76,99.22,64.54,True,Fall,1.0,1.7
8a330c81-804f-479a-99fe-2b75bfb28e85,Jacqueline Brandt,Computer Science,2022-02-18,0.63,89.44,86.74,True,Fall,2.4,2.8
2e507bba-94dc-4acd-97ec-706c2e02f96d,Kathleen Smith,Engineering,2020-10-19,0.5,62.23,59.17,True,Summer,1.5,3.9
37203083-eb1d-4aa7-86c1-a3ab77dfdc2d,Rebekah Woods,Computer Science,2022-11-24,0.6,87.82,62.32,True,Summer,2.9,5.3
66d2d51a-e1a4-458b-8ea8-3a3fbe0d7adb,Timothy Vance,Art,2020-04-26,0.92,75.83,88.64,True,Summer,1.3,6.6
ca43f887-fc7c-401f-904b-59b965a62c9f,Sierra Mills,Engineering,2021-01-06,0.86,51.96,91.15,True,Fall,4.8,5.9
3acd4c5e-5626-4a21-8f8c-69ec7a64059b,Stephanie Molina,Mathematics,2023-03-21,0.76,57.39,65.55,False,Spring,2.1,9.1
d7eb4c68-0d89-4422-804e-a818110e0111,Tina Walter,Physics,2023-06-18,0.54,71.85,73.67,True,Summer,4.7,6.0
d1ff196a-acd2-47ee-b672-9b9df6220bc8,Adam Mckay,Art,2020-02-21,0.61,83.85,58.55,True,Spring,4.2,7.4
503f3663-93df-43e1-9700-7539a338f12d,Zachary Thompson,Computer Science,2021-11-30,0.59,73.45,99.83,True,Fall,4.0,8.9
f55f7722-6c08-42d9-958c-f098af74df53,Kenneth Abbott,Art,2023-03-27,0.96,50.65,83.23,False,Fall,4.5,2.4
1620d221-2006-42f1-b9c6-2ad5fd3f4e69,Bailey Villarreal,Art,2022-02-12,0.84,75.17,69.86,False,Fall,1.8,5.2
17ebfa5f-3e81-4e02-b243-c7be909e2f9d,Matthew Henry,Physics,2020-04-07,0.97,71.88,98.8,False,Summer,4.0,8.7
e94711cd-f319-4c5e-a5e7-b86c7710f4ec,Crystal Williams,Engineering,2024-01-02,0.88,63.61,71.49,False,Summer,1.5,8.9
a74bb5a3-bc59-4280-9774-02f3d38adbb2,Dr. David Perkins,Physics,2021-11-01,0.97,53.81,63.34,False,Summer,4.3,6.3
7bf77606-8657-4717-8802-c288f34883b6,James Thomas,Business Administration,2023-01-22,0.81,54.09,50.42,False,Summer,3.6,1.8
e7f22daf-233c-4db5-91a6-5391febcd4e7,Rodney Johnson,Business Administration,2024-04-15,0.87,83.58,97.09,False,Summer,3.1,8.3
0052fc51-85f0-4f5a-8e71-bc3386e28326,Antonio Nielsen,Engineering,2022-06-09,0.5,76.44,64.95,False,Spring,2.2,5.5
9027a369-e09b-4cb3-8211-47d44ef1a118,John Harmon DVM,Business Administration,2023-07-04,0.97,81.38,54.15,True,Spring,4.2,1.7
d54e2f6d-fe11-408d-b717-71282a51c432,Edward Scott,Art,2020-07-26,0.91,63.13,81.94,False,Summer,4.3,8.8
f806ae48-89da-4fbf-b28c-bdf2a4d98dd5,Shane Gonzalez,Literature,2019-10-20,0.67,61.33,69.79,False,Spring,3.9,6.0
9c21eb1c-7561-4227-b324-085e25547cf6,Monica Ross PhD,Computer Science,2019-11-16,0.81,79.07,78.45,True,Spring,3.1,3.0
c0a35521-7625-4df4-945e-5e75f759888a,Angie Jacobs,Business Administration,2024-03-24,0.77,55.29,95.06,False,Spring,2.1,3.3
fc2da97b-0037-47dd-9a03-a54f55c4ed3c,Robert Lee,Mathematics,2024-03-03,0.87,55.22,60.32,True,Summer,2.1,7.4
894a3eed-d327-4276-bd80-99d5cb9e1700,Matthew Robles,Computer Science,2023-05-10,0.67,69.04,86.86,False,Summer,3.2,1.7
68888c82-5006-48f9-9a99-d46ea35fa398,Sue Jones,Business Administration,2022-03-18,0.85,82.72,87.3,True,Fall,3.8,6.8
2b71be44-1e0b-4ded-a497-f288caf5dd33,Brandi Lee,Art,2023-09-22,0.92,66.03,52.23,True,Summer,3.1,8.6
b9357c18-7a35-4c71-abbc-ee8ffae61b4e,Brittany Morse,Business Administration,2022-03-15,0.89,64.6,54.66,True,Summer,1.8,1.9
29b159d7-c4ab-49b1-9cf1-f4cfc3a6fc61,Norman Walker,Mathematics,2023-03-13,0.7,68.24,69.24,False,Fall,1.1,1.1
2ec22b9d-f0c0-4c10-b2c4-3363eeb22901,Walter Henry,Business Administration,2021-03-10,0.94,83.62,94.58,False,Spring,4.1,6.1
0d40b091-babe-4cfc-b1a1-a85a4a4bd279,Christopher Davis,Physics,2022-09-25,0.76,51.66,68.24,True,Spring,4.7,2.1
7a3d15b0-7eae-47f4-90b4-1915620aefb8,Mark Barry,Physics,2021-06-08,0.86,70.05,86.51,True,Fall,4.5,6.2
550f4e92-4896-49c0-9cf9-242b938cd829,Clarence Martinez,Engineering,2020-01-31,0.64,90.57,65.8,True,Spring,1.2,3.9
ec88ae26-7906-448f-aca3-62d3cc94968e,Benjamin White,Engineering,2023-07-23,0.73,71.0,96.24,True,Summer,1.2,4.1
290b4bda-f98d-4f4f-b8c9-9ac176fb7221,John Knight,Mathematics,2022-12-22,0.55,90.5,53.09,True,Summer,3.9,1.4
74acf9bc-8c90-407a-aa13-a7877265e71b,John Phillips,Engineering,2024-01-30,0.7,63.98,58.68,False,Spring,3.6,8.9
e1dcabd1-82f8-430c-8d6f-0fd122404101,Thomas Warner MD,Literature,2019-12-26,0.63,65.81,69.53,True,Fall,2.2,7.4
c3d02ce0-17dc-455d-acea-0a25e69ee81b,Joshua Williams,Mathematics,2021-04-01,0.91,58.48,53.3,True,Spring,3.5,1.6
6899c88d-08a5-4444-9e80-391257401cff,Chad Ross,Computer Science,2019-10-17,0.67,69.82,86.4,False,Spring,1.2,4.6
470dab18-e2a6-40d1-a616-b5c9a250f98a,Nancy Barber,Engineering,2021-12-02,0.77,80.79,62.61,False,Spring,4.8,6.0
e25df80c-f13b-4eb1-80ea-c61dda569d6d,Robin Herring,Engineering,2019-10-12,0.72,75.21,84.83,False,Spring,1.8,9.3
5d71a01b-f63a-4450-8d8d-88b82488259b,Becky Alexander,Mathematics,2020-12-17,0.89,57.76,90.16,True,Summer,2.1,8.8
22677a36-4532-4c2f-853b-772df4e4f59f,Sheila Bennett,Art,2021-07-23,0.93,52.63,61.64,False,Spring,2.7,5.3
b7c28534-f057-40a1-aeaa-2d94608b4491,Michael Clark,Computer Science,2023-07-19,0.94,60.93,90.62,True,Summer,2.9,8.4
1658be00-f194-47f4-814f-fcd8efb2366d,Richard Thompson,Computer Science,2023-04-07,0.75,85.9,93.34,False,Summer,2.7,6.7
b30abb6e-2c54-4a85-82db-c1ae0ee45e92,Amy Rose,Literature,2021-02-03,0.57,71.18,50.01,True,Summer,3.1,4.5
9ec72fbf-9b25-46eb-80f7-82466af2aeb1,Nicole Cantrell,Computer Science,2021-09-26,0.71,62.2,74.11,True,Summer,4.6,4.4
