Customer ID,Customer Name,Age,Income,Investment Type,Inflow,Outflow,Feedback,Churn,Acquisition Cost,Date,Net Profit Margin,Assets Under Management,Customer Churn,Cost Per Acquisition
87d6644b-9dac-4f28-b8d8-28a60c187d12,Danielle Edwards,28,147486.43,Bonds,4696.51,2995.28,Poor,True,275.0,2024-01-21,0.3622328069140702,144491.15,1,275.0
cacec67c-2ba0-4d00-8085-2447eea0684a,Ernest Anderson,80,194954.04,Bonds,3479.24,2094.98,Excellent,True,254.94,2022-11-08,0.39786275163541457,192859.06,1,254.94
66b5beff-c3f3-4994-b002-4b70170790f3,Daniel Mann,37,174986.04,Mutual Funds,3241.48,1260.97,Poor,True,273.19,2022-08-22,0.6109894245838321,173725.07,1,273.19
e8284010-34fb-42f9-abad-716a6f3491fe,Dr. Rhonda Wilson,43,199462.1,ETFs,4002.78,1368.17,Poor,False,163.7,2023-05-01,0.6581950544371662,198093.93,0,163.7
a0cbf668-2bc4-43a4-81aa-c1dd4072c9e1,David George,33,78997.72,Stocks,2291.7,2215.21,Average,True,148.27,2023-07-12,0.03337696906226809,76782.51,1,148.27
e9a08fa6-01eb-4206-afda-2d5a70760a47,Christine Lee,56,136639.18,Mutual Funds,1105.36,1382.52,Average,True,474.85,2023-12-14,-0.2507418397626114,135256.66,1,474.85
6329e54a-7b2a-4ad5-a4aa-bec4e686671a,Christy Henson,61,134016.36,Real Estate,3151.68,626.51,Excellent,True,202.09,2023-10-17,0.8012139557315464,133389.84999999998,1,202.09
a7ab722e-7ccc-4e68-8f6e-89df82a0c877,Jeremiah Morton,60,47325.08,Stocks,2366.47,2849.03,Average,False,456.5,2023-01-12,-0.20391553664318604,44476.05,0,456.5
1b119b24-afee-46f7-bf2d-5bdec0f683e7,Mary Herrera,77,173018.99,ETFs,1243.83,2909.45,Poor,True,204.96,2024-01-04,-1.3391058263589075,170109.53999999998,1,204.96
23aee130-47cb-4dd9-93db-17c04fe9b420,Dr. Carolyn Arnold,35,41042.59,Bonds,1988.16,1043.73,Poor,True,190.92,2024-05-12,0.475027160791888,39998.85999999999,1,190.92
8616ddfa-a89f-4247-bb6a-672be0a47f10,Cynthia Hicks,19,90152.18,Mutual Funds,2195.81,2941.85,Excellent,True,202.68,2022-12-23,-0.3397561719820932,87210.32999999999,1,202.68
424993e3-b6ca-4b9b-93c4-cc2b57f47089,Stephen Carrillo,78,157563.04,Mutual Funds,2999.97,1864.07,Poor,True,128.28,2022-09-08,0.37863711970453034,155698.97,1,128.28
c58bf1f8-6e3f-4278-ab8a-aacdfc78033b,Richard Green,30,189815.52,Stocks,4365.36,952.34,Average,True,376.97,2021-05-19,0.7818415892389172,188863.18,1,376.97
9b328dff-6c5f-408d-8be0-b63c24fd1cb9,Kevin Hardy,21,151761.64,Stocks,2063.25,2028.55,Excellent,True,297.79,2023-09-20,0.016818126741790885,149733.09000000003,1,297.79
8368e573-1c5c-4b3e-851e-0ce470ed9b7e,Katherine Wilson,20,47607.87,Mutual Funds,2359.65,2611.43,Excellent,True,401.31,2023-07-18,-0.10670226516644406,44996.44,1,401.31
d9334fb2-d0bd-4bd6-8836-fae3cdf24ae8,Christopher Reynolds,63,134801.67,Stocks,1058.87,1530.84,Poor,True,50.99,2022-07-21,-0.4457298818551853,133270.83000000002,1,50.99
4d76c6e6-f372-4afb-96c9-8698ef9f698f,Lisa Coleman,64,70407.87,Mutual Funds,2203.89,1697.18,Good,False,191.77,2022-05-28,0.2299161936394284,68710.69,0,191.77
dafc4664-ad5f-43ca-807d-17f097d0b4c3,Timothy Atkins,74,39597.64,Bonds,2887.1,1988.54,Average,True,174.02,2023-05-09,0.311232724879637,37609.1,1,174.02
7d8dd51a-3478-4933-a2f4-91284dff4ea0,Lisa Smith,56,58608.74,Stocks,3263.63,1954.02,Average,True,298.41,2022-01-23,0.40127404148141793,56654.72,1,298.41
95d66772-c0de-4320-af1b-1c1fd7d3f92a,Terri Clay,73,165353.08,Stocks,2074.08,2014.89,Average,False,199.4,2024-04-01,0.028537954177273697,163338.18999999997,0,199.4
bb105e6c-db51-4781-949e-0441b99b6d10,Joshua James,28,149579.58,Bonds,4860.55,1303.16,Excellent,False,360.43,2023-07-31,0.7318904239232186,148276.41999999998,0,360.43
ff2b108b-3fcc-484c-9be4-bbb4a2a7beda,Jacob Chambers,80,164895.74,Real Estate,4501.26,1788.34,Average,True,157.47,2023-05-18,0.6027023544518646,163107.4,1,157.47
db24d2c0-7736-442d-8aba-610825c1480e,Kelly Wright,70,163421.9,Mutual Funds,2379.71,1901.21,Excellent,False,436.98,2022-03-04,0.20107492089372234,161520.69,0,436.98
6460f4bd-e08a-426e-b26a-c2042083f161,Daniel Foster,28,132905.27,Bonds,2160.27,907.88,Excellent,True,225.58,2022-01-02,0.5797377179704388,131997.38999999998,1,225.58
c2918f97-011e-4c0b-a75b-96cbfd67e14f,Thomas Duran,80,167028.2,Real Estate,3236.46,1874.34,Average,False,92.95,2022-01-19,0.4208672438404924,165153.86000000002,0,92.95
6351f03a-73f2-4baa-8713-c0626a18b452,Amanda Meyers,70,164178.92,Stocks,1814.94,2012.22,Good,False,363.71,2022-05-04,-0.10869780819200633,162166.7,0,363.71
69066330-29c2-412f-8767-6c7943a4541c,Ricky Braun,74,37844.5,Real Estate,2310.26,2690.85,Average,True,344.78,2024-05-01,-0.16473903370183426,35153.65,1,344.78
233a503c-780c-4ad3-a49d-b98180e74450,Tiffany Tucker,18,41516.51,ETFs,2879.81,681.74,Poor,False,492.72,2022-01-08,0.7632691045589812,40834.770000000004,0,492.72
edd6d2c6-b8b6-4c34-9f96-8adc516b5fff,Leroy Ingram,46,78071.27,Stocks,4919.17,2981.26,Poor,True,58.9,2021-06-07,0.3939506054883242,75090.01000000001,1,58.9
906b261a-6e28-4b2c-8146-6296d145887c,Helen Higgins,79,119486.49,ETFs,2701.0,1768.49,Good,True,377.29,2022-01-09,0.34524620510921883,117718.0,1,377.29
5f38fef1-7769-4468-b4d0-526f9d7534f8,Michael Coleman Jr.,46,87841.19,ETFs,2819.31,1189.73,Average,True,257.66,2023-10-24,0.5780066753922058,86651.46,1,257.66
a09aa406-75b3-4416-a2cc-8da44a7ba20e,Cynthia Simpson,56,142309.57,Real Estate,3134.38,1512.97,Poor,False,147.23,2022-04-16,0.5172984768917617,140796.6,0,147.23
3eb6e232-a1d6-410a-af25-be2d91e29644,Robert Patterson,33,166510.38,Bonds,2847.23,684.09,Good,False,329.84,2022-07-29,0.75973490023637,165826.29,0,329.84
5181cbdc-cbf9-4eb3-90a8-432e1f09a26b,Traci Dyer,60,51833.79,ETFs,3215.84,2028.81,Poor,False,148.71,2024-01-01,0.36911973232499135,49804.98,0,148.71
b67a4e55-a90a-4038-8b7d-7458db5c9078,Karen Hoffman,23,141437.81,Stocks,1516.1,2188.09,Good,False,99.96,2022-02-03,-0.4432359343051252,139249.72,0,99.96
c9bea952-3c08-427b-9533-2549fdaaeef6,Julia Wallace,20,133782.53,Real Estate,3807.79,2142.37,Average,True,359.26,2024-05-17,0.4373718088445004,131640.16,1,359.26
dbd3d897-b676-4490-97a9-15948dd1eb8f,Joshua Brooks MD,26,120338.3,Mutual Funds,4297.3,781.75,Poor,False,388.22,2022-11-25,0.8180834477462593,119556.55,0,388.22
103e9850-a8f8-4b65-a921-c1de878f187d,Edward Schneider,52,73752.72,Real Estate,3429.09,2281.93,Average,True,58.24,2023-04-06,0.3345377345009901,71470.79000000001,1,58.24
303f8723-9330-4b1f-83f2-cb7a4d902c95,Jacob Cole,47,149429.77,Bonds,1498.75,2708.14,Excellent,False,420.75,2023-12-10,-0.8069324437030858,146721.62999999998,0,420.75
1453ec18-7ddd-4090-b9bb-c37e173c3819,Matthew Peterson,20,146676.66,Real Estate,1192.22,1712.13,Excellent,False,286.3,2024-02-16,-0.43608562178121496,144964.53,0,286.3
16b03aed-932c-49e9-80de-14395777ae52,Sheila Hayes,37,89263.82,ETFs,1336.51,2251.72,Good,False,277.32,2022-12-12,-0.6847760211296584,87012.1,0,277.32
47a3ea41-9678-429d-8b30-37510e4fbc18,Felicia Martinez,48,156653.08,Bonds,1079.91,1465.56,Poor,True,287.55,2021-07-05,-0.3571130927577297,155187.52,1,287.55
ba11bfe1-6fdd-447f-8dd3-a8a40002d375,Kelly Mckay,30,124265.56,ETFs,3311.28,2059.18,Excellent,True,391.73,2022-04-23,0.37813171945592045,122206.38,1,391.73
d9adc74e-d5a6-431f-80fa-62b62330db3c,Wendy Knight,62,159420.36,Bonds,3859.66,993.14,Average,False,185.97,2021-08-25,0.7426871796997663,158427.21999999997,0,185.97
7fe8a292-484c-4a01-90cf-4a1aa5fec62d,Michelle Santos,60,140993.94,Real Estate,2156.84,1401.87,Poor,False,55.55,2022-06-06,0.35003523673522385,139592.07,0,55.55
3c7dc23c-cca7-40f9-85c3-887299372027,Tracy Walton,42,158234.2,Real Estate,4664.33,1730.19,Good,True,338.19,2023-10-12,0.6290592646746692,156504.01,1,338.19
12591b05-dcb0-4e83-bd1e-02b1e24a12e1,Nathan Lewis,69,34972.14,Bonds,4757.61,2987.08,Average,False,140.02,2021-12-12,0.3721469393245768,31985.059999999998,0,140.02
50c0bac1-2b0f-4165-83b7-4a2f8c0cd95b,Candace Ali,66,24232.06,Stocks,4777.74,1669.81,Excellent,True,133.4,2021-10-07,0.6505021202493229,22562.25,1,133.4
dd498de4-e631-44ea-a027-661b2c4c27a4,Jerry Lee,33,96602.61,ETFs,3041.16,1314.38,Poor,True,178.73,2023-07-12,0.5678030751423798,95288.23,1,178.73
14184dae-f234-4fb7-a850-0da3e0849412,David Phillips,29,64856.64,Mutual Funds,4222.16,1977.51,Average,True,308.24,2023-06-11,0.5316354662068703,62879.13,1,308.24
db06034d-df00-4a74-a4aa-2a784341a66b,Veronica Kim,61,113938.52,Mutual Funds,1993.54,2137.69,Average,False,478.97,2024-02-22,-0.0723085566379406,111800.83,0,478.97
b8a5c888-27ff-4629-a668-83f4d26ce4d4,Shannon Mcconnell,24,153696.57,Stocks,3337.09,1763.13,Good,True,485.93,2023-01-13,0.4716564431885265,151933.44,1,485.93
0b7f42bb-7154-499f-9264-2221ecd263fb,Bryan Wu,50,192079.33,ETFs,3192.88,640.61,Excellent,True,476.85,2023-02-16,0.7993629575806168,191438.72,1,476.85
904d41fc-e2aa-48a4-a954-c4a974a9759f,Linda Good,22,139065.41,Real Estate,4591.5,1998.65,Poor,False,337.49,2024-03-20,0.5647065229227921,137066.76,0,337.49
406bfab8-8d31-4a08-9c95-00cbf067dbb3,Terry Lin,67,58251.81,Mutual Funds,3423.7,1816.32,Excellent,True,401.4,2023-06-22,0.4694862283494465,56435.49,1,401.4
a85fe3d0-1d36-4e37-ae32-b6410295d044,Willie Bruce,62,49436.65,Stocks,1116.81,779.75,Poor,True,186.74,2023-03-14,0.3018060368370627,48656.9,1,186.74
11c87b31-a968-4b92-94fd-7618bd77a587,Colin Gamble,25,184639.35,ETFs,2702.43,1411.93,Good,True,397.89,2021-10-11,0.47753318309817455,183227.42,1,397.89
35a9a538-7798-4d27-acf4-23ef5f662280,Victor Scott,34,106062.34,Real Estate,3765.74,2912.59,Good,True,454.78,2021-06-10,0.22655573672106935,103149.75,1,454.78
62d2766f-5540-4584-845c-c9dd880dbdeb,Christine Kaiser,29,112059.99,ETFs,3737.14,595.82,Excellent,False,321.13,2021-11-09,0.8405679209234869,111464.17,0,321.13
52264b06-8a72-45ec-9c0a-6ad88c1d658d,Thomas Gibson,70,127277.4,Mutual Funds,1130.55,1284.91,Excellent,False,184.16,2022-05-12,-0.13653531466985108,125992.48999999999,0,184.16
8f36b15e-60de-49ce-a2c0-9e03ea47d1d4,Wanda Crawford,55,143907.25,Mutual Funds,3524.29,2560.85,Poor,False,181.31,2023-03-14,0.2733713740923704,141346.4,0,181.31
490fe967-7cfb-4770-bb26-59d98df4ae75,Elizabeth Pierce,75,134173.55,ETFs,1772.55,713.13,Poor,False,60.5,2022-11-26,0.5976813065921978,133460.41999999998,0,60.5
e4117eb1-4dbe-4ce0-a127-284b2aec44c3,Mason Thomas,63,107836.25,Real Estate,4160.24,1317.21,Good,True,225.49,2023-05-28,0.6833812472357363,106519.04,1,225.49
cc4042d9-47ab-4591-bd54-b5f7ca05eba4,Sarah Skinner,23,100867.46,Real Estate,2927.62,958.09,Good,True,368.58,2023-12-25,0.6727409978070924,99909.37000000001,1,368.58
3674b392-0e7f-49f9-a7d4-4b46d1e86239,Kathy Hernandez,40,110149.04,Stocks,1568.03,1235.39,Average,False,182.37,2024-02-14,0.21213879836482713,108913.65,0,182.37
d3788cfa-9203-43b7-8c5d-9d1e4922ddac,Taylor Brown,18,62753.24,Stocks,3123.07,1640.83,Excellent,False,487.03,2022-01-07,0.47460991908602757,61112.409999999996,0,487.03
47760625-2e03-41b6-9688-7e7b879f4624,Brooke King,37,89947.76,Real Estate,2066.0,825.56,Average,False,405.91,2021-08-01,0.6004065827686351,89122.2,0,405.91
985c502c-6042-4ce8-8a30-3b21c12564e7,Dr. Joseph Wu,57,145324.52,Bonds,4162.98,2323.81,Good,False,130.06,2023-08-04,0.4417916972937655,143000.71,0,130.06
99a78a2d-7e65-4369-8598-1545278a32d6,Shelby Baker,54,152466.21,Real Estate,2331.21,1250.09,Poor,False,300.77,2023-04-12,0.46375916369610637,151216.12,0,300.77
4db2477c-2956-4541-bcef-85d3f6beb576,Shane Evans,47,137431.11,Bonds,4309.47,1750.91,Good,False,179.3,2024-04-03,0.5937064186547302,135680.19999999998,0,179.3
13e8c48a-4d02-4963-bc05-ad19a4af40b4,Kristin Adams,78,115122.57,Real Estate,1843.46,2068.41,Average,False,426.84,2021-09-23,-0.12202597289878804,113054.16,0,426.84
d6161b52-12df-49ed-a589-dc07c4cbb705,Mrs. Maria Roberts,72,78134.26,Stocks,3865.0,1627.83,Good,True,390.42,2021-09-18,0.5788279430789134,76506.43,1,390.42
6b0d7b66-e642-45a9-930b-59adcde9dd67,Jimmy Hayes,69,151589.31,Stocks,1814.24,705.29,Average,False,233.35,2022-05-29,0.6112476849810389,150884.02,0,233.35
c4004b52-796e-4b08-87c1-33dad88f6277,Jill Hernandez,62,91212.87,Mutual Funds,2448.59,791.77,Average,True,429.55,2021-10-25,0.6766424758738703,90421.09999999999,1,429.55
d1601350-a703-4c34-8616-497b03511d3e,Megan Watson,34,138307.43,Bonds,3226.32,791.74,Good,True,151.73,2022-11-12,0.7545996677328969,137515.69,1,151.73
3409964e-4668-4f1a-9734-59685e3cb206,Mr. Bradley Vazquez,34,182951.07,Bonds,2797.34,912.6,Poor,True,254.59,2023-06-14,0.6737615019983271,182038.47,1,254.59
c65cf85a-da08-4833-befe-d37614b3308f,Rebecca Mcguire,32,33645.25,Bonds,3069.3,2314.84,Poor,True,335.08,2023-07-03,0.2458084905353012,31330.41,1,335.08
3d40f803-0347-45d0-8243-e8856efc9b7c,Darius Gonzalez,65,86854.12,Bonds,4131.5,2907.18,Good,True,197.8,2021-06-01,0.29633789180684983,83946.94,1,197.8
ee9535c4-4539-4812-8ded-465ee9d605b1,Karen Thomas,69,119667.27,Real Estate,1278.17,1196.25,Good,True,283.55,2022-04-14,0.06409163100370066,118471.02,1,283.55
eee1a5d4-980f-4a19-96b0-5b3d06d13656,Bryan Prince,28,179526.18,Real Estate,4107.28,875.56,Poor,False,250.48,2024-02-04,0.786827292027814,178650.62,0,250.48
00e1c727-d051-401a-b05b-56a6c2160a00,Laurie Blackburn,22,180519.88,ETFs,2927.37,1963.17,Good,False,488.07,2022-04-20,0.32937414812613364,178556.71,0,488.07
40ee7c95-e7fd-44df-a6d8-bb8cd1566a24,Thomas Howe,20,70008.41,Stocks,4534.83,2359.24,Good,True,129.17,2024-01-02,0.47975117038565945,67649.17,1,129.17
338073c5-0c94-4eb3-861b-652dd5736036,Laurie Krause,27,48804.42,Stocks,2716.9,2376.12,Poor,False,134.71,2024-02-24,0.12542971769295896,46428.299999999996,0,134.71
f590087f-7a9c-48a4-b7be-b1ed3e02caf7,Jordan Floyd,48,102687.39,Stocks,2976.69,2459.67,Good,False,481.52,2022-07-22,0.17368956794291646,100227.72,0,481.52
6a9f3b4e-9869-4579-96a9-97d7a6427d7a,Ian Russell,72,179571.92,Real Estate,1648.1,1440.13,Poor,True,146.39,2022-01-05,0.12618773132698247,178131.79,1,146.39
4e98f7a5-cd39-4f06-af8e-2c40f46a0132,David Jensen,22,67544.2,Bonds,1159.89,1945.29,Excellent,True,431.1,2022-12-02,-0.6771331764219019,65598.91,1,431.1
f5bdf7c0-c2e0-41dc-9e10-1edf63197456,Eric Adams,42,173144.64,ETFs,3516.25,2568.43,Poor,True,159.55,2022-12-13,0.26955421258442946,170576.21000000002,1,159.55
b2373454-ad4b-4075-9719-4d468e03bf54,Seth Bowman,41,95732.38,Mutual Funds,3919.0,1560.82,Poor,True,277.41,2021-07-26,0.6017300331717276,94171.56,1,277.41
f19d72f9-c0c7-40ce-aa79-1fbdabab57d2,Matthew Young,76,104940.82,Mutual Funds,3577.59,2311.97,Good,True,465.32,2022-02-17,0.3537632875762735,102628.85,1,465.32
b9295625-34e5-483d-a671-c416aa26456a,Mark Smith,65,84372.63,ETFs,2202.06,1842.61,Excellent,False,64.73,2022-05-01,0.1632335177061479,82530.02,0,64.73
5fd57ce3-7c6d-4af9-a457-06bf94bbd851,David Jones,52,36032.37,ETFs,3423.7,2262.88,Average,True,402.02,2021-06-21,0.3390542395653824,33769.490000000005,1,402.02
21aa0aaf-85f5-4a71-bf90-73de9c7e278a,Jacob Miller,45,83139.6,Real Estate,3639.12,2079.95,Average,False,416.04,2021-10-18,0.42844698718371477,81059.65000000001,0,416.04
7c833336-599d-4d30-8a3a-4dd78139cac7,Brian Dougherty,55,162561.88,Bonds,4374.08,629.58,Good,True,334.24,2023-09-27,0.8560657326797864,161932.30000000002,1,334.24
3a2f9664-aa93-4023-9655-ba772cc344b6,Ricky Smith,36,86897.66,ETFs,2141.27,799.1,Good,False,57.85,2022-09-06,0.6268102574640284,86098.56,0,57.85
55f9a9cd-2798-4e18-947b-6f9a89864e0e,Jeffery Martin,19,96886.81,ETFs,2154.83,1872.47,Poor,True,264.0,2023-03-24,0.13103585897727427,95014.34,1,264.0
65037c3f-33fd-4f65-802f-bf53d1d964f6,Alexander Jones,43,110787.01,Mutual Funds,1308.48,742.71,Average,True,151.93,2023-05-02,0.4323871973587674,110044.29999999999,1,151.93
2db080e5-a866-4c9d-8837-15f323e6b39e,Mr. Kevin Griffin,40,49277.67,Stocks,3680.3,804.43,Poor,True,191.18,2024-05-05,0.7814227101051545,48473.24,1,191.18
90e6b80d-6dd4-4039-8c02-7f982331afd9,Zachary Flores,26,70225.02,Bonds,1921.86,1435.23,Good,False,459.53,2021-12-05,0.25320782991477003,68789.79000000001,0,459.53
84ccbe5c-ec80-4555-ab66-479a1bce4cce,Joseph Allen,45,177650.88,Mutual Funds,1733.73,2983.76,Good,False,298.12,2022-05-23,-0.721006154360829,174667.12,0,298.12
c144accc-c7db-46e7-9134-d0a3a04e4000,Terri Taylor,37,122791.44,Bonds,1505.67,2611.37,Good,False,88.81,2023-04-07,-0.734357462126495,120180.07,0,88.81
cd2f17da-cf09-4444-9a99-f790874ca3b2,Stephanie Mann,33,93610.05,Bonds,1579.18,1961.24,Average,True,88.32,2023-05-27,-0.24193568814194705,91648.81,1,88.32
d05046b8-46db-4d79-af20-250f8087168e,Christina Allen,39,185972.47,Mutual Funds,1891.3,1419.48,Poor,True,182.38,2023-12-21,0.2494686194680907,184552.99,1,182.38
e7af1dbb-a6c3-415c-b8de-0822aa81777f,Bryan Adams,53,199145.72,Mutual Funds,1570.82,531.07,Good,False,117.26,2022-03-27,0.661915432703938,198614.65,0,117.26
acec10d9-312e-4b44-99c7-19f9fc66940f,Edward Frank,27,71808.33,Stocks,1422.33,2153.78,Average,True,168.72,2022-05-01,-0.5142618098472227,69654.55,1,168.72
594dbbcd-3344-438e-8ba7-f34281309f74,Charles Beasley,46,141070.41,ETFs,4532.21,901.11,Good,True,416.64,2022-08-30,0.8011764679924364,140169.30000000002,1,416.64
28ffc57c-e22c-4dcd-8a93-6dd4ef8437ca,Samantha Huang,77,91251.16,ETFs,3994.81,1522.2,Poor,True,139.28,2022-11-18,0.6189555948843624,89728.96,1,139.28
6025db6d-45ab-41d8-b27e-e34988f2eea7,Carmen Chandler,46,106234.39,Mutual Funds,4657.44,1613.47,Poor,False,282.78,2024-03-13,0.6535714899172077,104620.92,0,282.78
4fb03a91-2109-4257-9462-04d39d1ead52,Benjamin Mcclain,73,63432.65,Stocks,1210.34,1193.66,Excellent,True,255.99,2023-07-11,0.013781251549151344,62238.99,1,255.99
64bbfdde-2902-4cd5-ad8f-fb9a5ff7df4f,Jeremy Meyer,67,139979.98,ETFs,4340.58,1426.88,Excellent,True,261.15,2023-03-17,0.6712697381455934,138553.1,1,261.15
c46acde8-029a-4a82-8b73-96a8c3368f0f,Gail Jensen,47,91776.29,Real Estate,3086.98,861.95,Excellent,False,246.1,2023-12-23,0.7207788842169368,90914.34,0,246.1
107cc7c4-d785-4ea8-8e11-dffc20382029,Margaret Davidson,52,191177.31,Stocks,1852.71,2485.7,Excellent,True,180.78,2024-05-13,-0.34165627648147834,188691.61,1,180.78
adc16aaa-3c23-4f0e-92e9-d4e8cc3b6d1a,Madison Hall,40,181033.07,Mutual Funds,1334.44,1416.47,Poor,False,396.11,2021-10-19,-0.061471478672701634,179616.6,0,396.11
630b8451-8bde-4fd9-8636-c5aa1092bb31,Christina Franklin,63,134504.91,Real Estate,1435.71,2924.34,Good,False,497.43,2023-03-16,-1.0368598115218255,131580.57,0,497.43
9ff9ddcf-1dc7-42ba-b223-6c46b2094bc4,Richard Fleming,23,194642.85,Real Estate,2697.57,1705.17,Average,True,339.48,2024-03-19,0.36788665354374495,192937.68,1,339.48
8e1216fe-4994-470b-b443-b3d93856f2b8,Jessica Lowe,62,119452.33,Stocks,4254.81,2143.8,Poor,False,440.67,2021-10-18,0.49614671395432464,117308.53,0,440.67
b808eea3-4f38-46ce-8293-bed3cd8714c3,Brett Hudson,60,174305.0,Bonds,3036.29,2808.66,Poor,True,413.06,2021-07-28,0.07496978220130492,171496.34,1,413.06
1e9997e9-ab36-4ee9-be5f-b25cf0fc3b2b,Michele Thompson,45,147578.11,Real Estate,3286.33,2815.35,Poor,True,404.3,2022-10-23,0.14331488316754556,144762.75999999998,1,404.3
86e0e866-85a5-4c92-b493-a259fd0a7f1b,Walter Williams,30,166190.17,Bonds,1034.93,1005.39,Average,True,339.99,2023-03-03,0.028542993245920086,165184.78,1,339.99
710baf59-760c-427b-9876-facc9dc58ee4,Eric Ponce,73,172842.35,Real Estate,1749.65,2939.74,Good,True,374.55,2023-01-16,-0.6801874660646413,169902.61000000002,1,374.55
04271e1e-a6f4-4569-8869-7fa7576c9fc1,David White,39,111818.02,ETFs,1643.48,2337.41,Poor,False,482.27,2023-10-29,-0.4222320928760921,109480.61,0,482.27
b97841f0-9ade-49ee-97af-c1bb1961a701,Tamara Peters,33,81407.25,Bonds,3785.55,1847.85,Good,True,365.92,2023-10-23,0.5118674961366249,79559.4,1,365.92
1e43af67-6a9c-41ce-aabe-2a2eb36878e9,Brian Blake,29,59344.89,Real Estate,2225.4,2579.5,Average,True,191.95,2022-10-29,-0.15911746202929805,56765.39,1,191.95
da97c39b-221b-4700-8f22-cd8f45ca6aa4,Melanie Sherman,37,97285.42,Real Estate,1834.27,2915.33,Average,True,233.72,2023-11-25,-0.5893679774515203,94370.09,1,233.72
2408d0b5-4f57-4670-9c6b-340f4ebf8a1c,Jason Kane,33,116118.35,Stocks,3218.08,682.88,Good,True,67.12,2023-07-11,0.7877989360115348,115435.47,1,67.12
67c0223d-f7dc-4088-a042-30927818e8c4,Eric Johns,73,164534.77,Stocks,1199.64,838.0,Poor,True,494.37,2023-02-08,0.30145710379780605,163696.77,1,494.37
67b74773-601f-47ec-84e1-f23353ea6137,George Blackburn,22,36412.15,ETFs,3593.16,2818.49,Average,False,406.77,2024-04-14,0.21559574302285456,33593.66,0,406.77
66fd6b4b-7830-46ff-94d7-4abc7dc3bb25,William Carroll,18,30653.23,Mutual Funds,3396.07,2132.53,Good,True,150.97,2021-07-17,0.37205946873886575,28520.7,1,150.97
